candidate_id,resume_file_name,candidate_name,primary_domain,primary_role,years_experience,highest_education,education_field,institution_tier,technical_skills_raw,tools_platforms_raw,soft_skills_raw,experience_summary,project_summary,key_achievements,management_experience_flag,people_management_flag,project_management_experience_flag,agile_scrum_experience_flag,client_facing_experience_flag,delivery_lead_experience_flag,cloud_experience_flag,ml_experience_flag,compliance_experience_flag,enterprise_systems_experience_flag,offshore_onsite_model_experience_flag,multi_vendor_coordination_flag,process_compliance_experience_flag,documentation_heavy_role_flag,mentoring_experience_flag,stakeholder_management_experience_flag,resume_length_words,keyword_density_score,profile_completeness_score
CND_100056,HRBusinessPartner_56.pdf,Candidate_56,HR,HR Business Partner,6,Masters,Human Resources,Tier-3,"Recruitment, Employee Engagement, HRMS, HR Analytics","Confluence, AWS","Problem Solving, Leadership","Hands-on hr professional with 6+ years of end-to-end delivery experience spanning design, development, testing and release.","Worked on multiple hr initiatives including migrations, enhancements and greenfield builds.",Improved process efficiency by 17% and helped reduce incidents or defects through better practices.,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,52,0.72,0.94
CND_100057,MLEngineer_57.pdf,Candidate_57,Data Science,ML Engineer,6,Masters,Data Science,Tier-2,"SQL, Machine Learning, NLP, TensorFlow","Jira, ServiceNow","Problem Solving, Client Handling","Hands-on data science professional with 6+ years of end-to-end delivery experience spanning design, development, testing and release.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.",Improved process efficiency by 34% and helped reduce incidents or defects through better practices.,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,58,0.61,0.59
CND_100058,profile_58.pdf,Candidate_58,HR,HR Executive,3,Masters,Human Resources,Tier-1,"HRMS, Recruitment, HR Analytics, Payroll","Azure, Jira","Problem Solving, Communication","Over 3 years delivering solutions in hr, collaborating with cross-functional teams and stakeholders to meet business goals.","Led implementation of hr projects for enterprise clients, focusing on scalability, stability and performance.",Supported initiatives that increased team productivity by 33% and reduced rework or delays.,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,54,0.46,0.59
CND_100059,Data Science_candidate_59.pdf,Candidate_59,Data Science,Data Scientist,5,Bachelors,Data Science,Tier-1,"Machine Learning, Python, NLP, TensorFlow","AWS, ServiceNow","Communication, Problem Solving","5+ years of experience in data science roles, working across multiple projects from requirements analysis to deployment and post-production support.","Led implementation of data science projects for enterprise clients, focusing on scalability, stability and performance.",Supported initiatives that increased team productivity by 43% and reduced rework or delays.,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,58,0.4,0.81
CND_100060,resume_60_Data_Analyst.pdf,Candidate_60,Data Science,Data Analyst,4,MBA,Mathematics,Tier-3,"Power BI, TensorFlow, SQL, Python","AWS, Confluence","Problem Solving, Leadership","Hands-on data science professional with 4+ years of end-to-end delivery experience spanning design, development, testing and release.","Worked on multiple data science initiatives including migrations, enhancements and greenfield builds.",Supported initiatives that increased team productivity by 19% and reduced rework or delays.,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,52,0.61,0.71
CND_100061,FullStackDeveloper_61.pdf,Candidate_61,IT,Full Stack Developer,9,LLM,Information Technology,Tier-1,"SQL, Dokcer, Linux, Python","Confluence, GCP","Leadership, Communication","Over 9 years delivering solutions in it, collaborating with cross-functional teams and stakeholders to meet business goals.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.",Supported initiatives that increased team productivity by 29% and reduced rework or delays.,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,54,0.29,0.86
CND_100062,profile_62.pdf,Candidate_62,IT,Senior Software Engineer,11,MBA,Information Technology,Tier-2,"Python, Git, Java, Linux","Jira, GCP","Communication, Leadership","Over 11 years delivering solutions in it, collaborating with cross-functional teams and stakeholders to meet business goals.","Worked on multiple it initiatives including migrations, enhancements and greenfield builds.",Supported initiatives that increased team productivity by 11% and reduced rework or delays.,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,49,0.73,0.91
CND_100063,profile_63.pdf,Candidate_63,IT,Software Engineer,10,MBA,Information Technology,Tier-2,"Linux, Docker, AWS, Git","Azure, Confluence","Problem Solving, Teamwork","10+ years of experience in it roles, working across multiple projects from requirements analysis to deployment and post-production support.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.",Supported initiatives that increased team productivity by 28% and reduced rework or delays.,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,55,0.48,0.57
CND_100064,profile_64.pdf,Candidate_64,Legal,Litigation Lawyer,9,MBA,Law,Tier-3,"Legal Research, Due Diligence, Contract Drafting, Compliance","Azure, AWS","Leadership, Client Handling","9+ years of experience in legal roles, working across multiple projects from requirements analysis to deployment and post-production support.","Led implementation of legal projects for enterprise clients, focusing on scalability, stability and performance.",Improved process efficiency by 12% and helped reduce incidents or defects through better practices.,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,59,0.54,0.7
CND_100065,profile_65.pdf,Candidate_65,IT,Junior Software Engineer,2,LLM,Computer Science,Tier-2,"SQL, Kubernetes, Docker, Linux","Jira, Confluence","Communication, Problem Solving","Over 2 years delivering solutions in it, collaborating with cross-functional teams and stakeholders to meet business goals.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.",Improved process efficiency by 36% and helped reduce incidents or defects through better practices.,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,56,0.36,0.84
CND_100066,Management_candidate_66.pdf,Candidate_66,Management,Senior Project Manager,18,Bachelors,Business Administration,Tier-3,"Agile, Risk Management, Strategy, Stakeholder Management","ServiceNow, Azure","Problem Solving, Leadership","18+ years of experience in management roles, working across multiple projects from requirements analysis to deployment and post-production support.","Led implementation of management projects for enterprise clients, focusing on scalability, stability and performance.",Improved process efficiency by 16% and helped reduce incidents or defects through better practices.,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,58,0.33,0.9
CND_100067,CloudEngineer_67.pdf,Candidate_67,IT,Cloud Engineer,10,LLM,Computer Science,Tier-3,"Git, Linux, Kubernetes, AWS","ServiceNow, Confluence","Problem Solving, Leadership","Hands-on it professional with 10+ years of end-to-end delivery experience spanning design, development, testing and release.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.",Improved process efficiency by 45% and helped reduce incidents or defects through better practices.,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,55,0.35,0.62
CND_100068,FullStackDeveloper_68.pdf,Candidate_68,IT,Full Stack Developer,6,Masters,Information Technology,Tier-3,"SQL, AWS, Docker, Python","GCP, Confluence","Teamwork, Communication","Hands-on it professional with 6+ years of end-to-end delivery experience spanning design, development, testing and release.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.",Supported initiatives that increased team productivity by 18% and reduced rework or delays.,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,53,0.28,0.9
CND_100069,resume_69_Full_Stack_Developer.pdf,Candidate_69,IT,Full Stack Developer,7,Bachelors,Information Technology,Tier-1,"Kubernetes, Git, AWS, Linux","ServiceNow, GCP","Client Handling, Leadership","Hands-on it professional with 7+ years of end-to-end delivery experience spanning design, development, testing and release.","Worked on multiple it initiatives including migrations, enhancements and greenfield builds.","Contributed to 27% improvement in key KPIs such as throughput, response time or customer satisfaction.",0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,51,0.47,0.61
CND_100070,profile_70.pdf,Candidate_70,Legal,Litigation Lawyer,8,MBA,Law,Tier-3,"Due Diligence, Contract Drafting, Compliance, Legal Research","AWS, ServiceNow","Problem Solving, Client Handling","Hands-on legal professional with 8+ years of end-to-end delivery experience spanning design, development, testing and release.","Worked on multiple legal initiatives including migrations, enhancements and greenfield builds.",Improved process efficiency by 23% and helped reduce incidents or defects through better practices.,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,54,0.55,0.9
CND_100071,profile_71.pdf,Candidate_71,IT,Junior Software Engineer,4,LLM,Information Technology,Tier-3,"Linux, Jaav, Git, AWS","ServiceNow, Jira","Problem Solving, Communication","4+ years of experience in it roles, working across multiple projects from requirements analysis to deployment and post-production support.","Worked on multiple it initiatives including migrations, enhancements and greenfield builds.","Contributed to 16% improvement in key KPIs such as throughput, response time or customer satisfaction.",0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,54,0.38,0.77
CND_100072,resume_72_DevOps_Engineer.pdf,Candidate_72,IT,DevOps Engineer,10,,Information Technology,Tier-3,"AWS, Git, Linux, SQL","GCP, Confluence","Problem Solving, Leadership","10+ years of experience in it roles, working across multiple projects from requirements analysis to deployment and post-production support.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.","Contributed to 40% improvement in key KPIs such as throughput, response time or customer satisfaction.",1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,59,0.55,0.79
CND_100073,resume_73_Senior_Software_Engineer.pdf,Candidate_73,IT,Senior Software Engineer,17,LLM,Computer Science,Tier-2,"SQL, Java, Kubernetes, AWS","Confluence, Jira","Teamwork, Problem Solving","Over 17 years delivering solutions in it, collaborating with cross-functional teams and stakeholders to meet business goals.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.","Contributed to 31% improvement in key KPIs such as throughput, response time or customer satisfaction.",1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,55,0.88,0.86
CND_100074,HR_candidate_74.pdf,Candidate_74,HR,HR Business Partner,3,Bachelors,Human Resources,Tier-3,"Employee Engagement, HR Analytics, HMRS, Recruitment","Jira, GCP","Client Handling, Leadership","Over 3 years delivering solutions in hr, collaborating with cross-functional teams and stakeholders to meet business goals.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.","Contributed to 21% improvement in key KPIs such as throughput, response time or customer satisfaction.",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,59,0.56,0.7
CND_100075,profile_75.pdf,Candidate_75,Engineering,Mechanical Engineer,8,MBA,Mechanical Engineering,Tier-2,"Manufacturing, Quality Control, SolidWorks, CAD","GCP, ServiceNow","Leadership, Client Handling","Over 8 years delivering solutions in engineering, collaborating with cross-functional teams and stakeholders to meet business goals.","Worked on multiple engineering initiatives including migrations, enhancements and greenfield builds.",Supported initiatives that increased team productivity by 30% and reduced rework or delays.,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,51,0.78,0.93
CND_100076,HRManager_76.pdf,Candidate_76,HR,HR Manager,6,Bachelors,Human Resources,Tier-1,"Payroll, HRMS, Recruitment, Employee Engagement","GCP, Confluence","Problem Solving, Leadership","6+ years of experience in hr roles, working across multiple projects from requirements analysis to deployment and post-production support.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.",Improved process efficiency by 45% and helped reduce incidents or defects through better practices.,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,59,0.32,0.68
CND_100077,resume_77_Full_Stack_Developer.pdf,Candidate_77,IT,Full Stack Developer,5,Masters,Computer Science,Tier-1,"Python, AWS, Java, Kubernetes","GCP, ServiceNow","Problem Solving, Communication","5+ years of experience in it roles, working across multiple projects from requirements analysis to deployment and post-production support.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.",Improved process efficiency by 44% and helped reduce incidents or defects through better practices.,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,58,0.9,0.71
